asset_id,dev_eui,join_eui,app_key,Heartbeat Time (UTC) (00:00 UTC + (DevEUI[7]*256+DevEUI[6]) % 1440 minutes (FRD 4.9))
UNIT-0060,464C58D01A7E8635,726A61E047B8A9BF,B72A18F0938A2654716887CB899EF6C4
UNIT-0061,464C58E56AFD27F0,CAC52640A6F305D9,85B3DC65EF12A291CFE0BC82AF483434
UNIT-0062,464C58729543B85A,CA2A268E313010A2,D8D410D665531D1196A43867EB65D71E
UNIT-0063,464C588230BF2695,EA9B18C0A8075BFA,8182C5CC7695A47AB12654050AC0DBF4
UNIT-0064,464C58A708804689,1A28AA40E41A666E,84A57BB632D4002F87AD78B1D025B81C
UNIT-0065,464C58B0BA497970,5AD3340C7727E9BF,32B9865AEC148D073B815A9AE98B024A
UNIT-0066,464C5821048C21F2,02AADDB8D1B4ED90,3FF53032A9BAF9BBB9B7818061D5E707
UNIT-0067,464C5864677811AE,8E3C8A04EE8F5C32,76CF5FD96074B3331505AF11FD76F13B
UNIT-0068,464C58212BECA0C9,DE5667B212D8DAED,387D9E47FCD6AAB9D907C79CA46E8555
UNIT-0069,464C588331E7ED53,F2C4CBCB8569AE56,8ECCB10FF79E00AF51ADC198403B71C5
UNIT-0070,464C58582A2A0607,6A8DCF873811F7E6,2A113C4E95DAFE6DCC5BFCE8E09CD8B3
UNIT-0071,464C58E2BC843022,4E04FFDACC43E8CB,98D6B6DA9247243E05BA71E0831AAD43
UNIT-0072,464C584ACE5DE9FA,1ED63D7E98BF7163,7603BBE474AB35A523143B5B0C45FFBC
UNIT-0073,464C581EB35F8700,3267632E4A5E2090,876544B57FF571EA0DA0A966ADF21A5A
UNIT-0074,464C58F3D6EEFC65,46DC27D317300D9B,DFC975E844761C4BF162D060C2DCC809
UNIT-0075,464C58473D56A421,7E76BAD8F1E203DA,747CE6209BCCA6AC50B29C173F9F5C34
UNIT-0076,464C586F001DB229,BEF6AD24570D3697,DF48B6B737E5327B1C173F343E11C102
UNIT-0077,464C584C7966D14A,B20A41C0D0945BCD,53D3CC98C68B1375C95EBD1A0B8D3EC4
UNIT-0078,464C58990A9D6C13,5A5B9E370F5B15B5,B37F23820CD8D75367AA1F42B945ADA2
UNIT-0079,464C58034805910A,BEA445873DFFE8CD,39A351D978AEB11E2FC365A3E3A3814C
UNIT-0080,464C5814D677ADEC,D61FA340A4347882,4F7711CE1E020274001B887550B02838
UNIT-0081,464C58D30F7F8C0B,2EE281809C4A153F,7C93F857082AA8321C7DBB7BB437184D
UNIT-0082,464C58449851CD5F,A2341ADC1839CB88,C4F1AD525ED14CF61AAE36CD6ED97D88
UNIT-0083,464C58D66174ED79,3AABC2117ABD558E,4D013929BAFC1C6EFF78CB918E30AE15
UNIT-0084,464C58E4D668BE7F,FECA69A3CD9AF675,C958F5A3390D9AC050B1446CCD6BC241
UNIT-0085,464C587468D9A721,0AE6B6ABD1761832,F146ED51DE20CD9CEE52E6A864756FA6
UNIT-0086,464C58780B591563,E2B3FF681ACAD4AC,69412E19AAD8F1D3EF2A4058A8FA19B6
UNIT-0087,464C584ECFEE70C9,9611280242E6EB33,D8575634B64709ABC7124D638D7B35F3
UNIT-0088,464C583DF6EFF5CE,A6C644732719C740,29D59FEE8E3B226BB2B067630036D44B
UNIT-0089,464C58F76D858E66,D2CA91FBAB4E35A3,51D31F03BF8EFF612684B0FA51BBF5A8
UNIT-0090,464C58C20FFE971D,963001E2D95AE5B9,6119C01C460DA70E0C7548A989E7CBC6
